0 Plate  2 x  2 with Towball Socket
2 24 -7.78 11.78 -21 -10.25 8 -21
0
4 16 -2 -6.83 -21 -2 -3.75 -20 2 -3.75 -20 2 -6.83 -21
4 16 -4.21 -6.16 -21 -3.06 -3.39 -20 -2 -3.75 -20 -2 -6.83 -21
4 16 -7.78 -3.78 -21 -5.66 -1.66 -20 -3.06 -3.39 -20 -4.21 -6.16 -21
4 16 -10.25 0 -21 -6.93 0 -20 -5.66 -1.66 -20 -7.78 -3.78 -21
4 16 -7.78 11.78 -21 -5.66 9.66 -20 -6.93 8 -20 -10.25 8 -21
4 16 -4.21 14.16 -21 -3.06 11.39 -20 -5.66 9.66 -20 -7.78 11.78 -21
4 16 -2 14.82 -21 -2 11.75 -20 -3.06 11.39 -20 -4.21 14.16 -21
4 16 2 14.82 -21 2 11.75 -20 -2 11.75 -20 -2 14.82 -21
4 16 2 -6.83 -21 2 -3.75 -20 3.06 -3.39 -20 4.21 -6.16 -21
4 16 4.21 -6.16 -21 3.06 -3.39 -20 5.66 -1.66 -20 7.78 -3.78 -21
4 16 7.78 -3.78 -21 5.66 -1.66 -20 6.93 0 -20 10.25 0 -21
4 16 10.25 8 -21 6.93 8 -20 5.66 9.66 -20 7.78 11.78 -21
4 16 7.78 11.78 -21 5.66 9.66 -20 3.06 11.39 -20 4.21 14.16 -21
4 16 4.21 14.16 -21 3.06 11.39 -20 2 11.75 -20 2 14.82 -21
5 24 -2 -6.83 -21 -2 -3.75 -20 2 -3.75 -20 -4.21 -6.16 -21
5 24 2 -3.75 -20 2 -6.83 -21 -2 -6.83 -21 3.06 -3.39 -20
5 24 -4.21 -6.16 -21 -3.06 -3.39 -20 -2 -3.75 -20 -7.78 -3.78 -21
5 24 -7.78 -3.78 -21 -5.66 -1.66 -20 -3.06 -3.39 -20 -10.25 0 -21
5 24 -7.78 11.78 -21 -5.66 9.66 -20 -6.93 8 -20 -4.21 14.16 -21
5 24 -4.21 14.16 -21 -3.06 11.39 -20 -5.66 9.66 -20 -2 14.82 -21
5 24 -2 14.82 -21 -2 11.75 -20 -3.06 11.39 -20 2 14.82 -21
5 24 3.06 -3.39 -20 4.21 -6.16 -21 2 -6.83 -21 5.66 -1.66 -20
5 24 5.66 -1.66 -20 7.78 -3.78 -21 4.21 -6.16 -21 6.93 0 -20
5 24 5.66 9.66 -20 7.78 11.78 -21 10.25 8 -21 3.06 11.39 -20
0
2 24 2 -3.75 -20 -2 -3.75 -20
2 24 -2 -3.75 -20 -3.06 -3.39 -20
2 24 -3.06 -3.39 -20 -5.66 -1.66 -20
2 24 -5.66 -1.66 -20 -6.93 0 -20
2 24 -6.93 8 -20 -5.66 9.66 -20
2 24 -5.66 9.66 -20 -3.06 11.39 -20
2 24 -3.06 11.39 -20 -2 11.75 -20
2 24 -2 11.75 -20 2 11.75 -20
2 24 2 -3.75 -20 3.06 -3.39 -20
2 24 3.06 -3.39 -20 5.66 -1.66 -20
2 24 5.66 -1.66 -20 6.93 0 -20
2 24 6.93 8 -20 5.66 9.66 -20
2 24 5.66 9.66 -20 3.06 11.39 -20
2 24 3.06 11.39 -20 2 11.75 -20
0
4 16 0 -3.75 -20 -2 -3.75 -20 -3.06 -3.39 -20 0 0 -20
4 16 -3.06 -3.39 -20 -5.66 -1.66 -20 -6.93 0 -20 0 0 -20
4 16 0 8 -20 -6.93 8 -20 -5.66 9.66 -20 -3.06 11.39 -20
4 16 0 8 -20 -3.06 11.39 -20 -2 11.75 -20 0 11.75 -20
4 16 0 0 -20 3.06 -3.39 -20 2 -3.75 -20 0 -3.75 -20
4 16 0 0 -20 6.93 0 -20 5.66 -1.66 -20 3.06 -3.39 -20
4 16 3.06 11.39 -20 5.66 9.66 -20 6.93 8 -20 0 8 -20
4 16 0 11.75 -20 2 11.75 -20 3.06 11.39 -20 0 8 -20
0
5 24 -11.31 0 -34.5 -8.49 -4.49 -33.5 -7.78 -3.78 -36.5 -11.31 0 -33.5
5 24 -7.78 11.78 -36.5 -8.49 12.49 -33.5 -11.31 8 -34.5 -4.21 14.16 -36.5
5 24 -5.19 14.82 -33.5 -2 14.82 -36.5 -2 14.82 -33.5 -4.21 14.16 -36.5
5 24 4.59 -7.09 -33.5 4.21 -6.16 -36.5 2 -6.82 -36.5 8.49 -4.49 -33.5
5 24 8.49 -4.49 -33.5 7.78 -3.78 -36.5 4.21 -6.16 -36.5 11.31 0 -34.5
5 24 8.49 12.49 -33.5 11.31 8 -34.5 11.31 8 -33.5 7.78 11.78 -36.5
5 24 2 14.82 -36.5 5.19 14.82 -33.5 2 14.82 -33.5 4.21 14.16 -36.5
5 24 -5.19 14.82 -24 -5.19 14.82 -33.5 -2 14.82 -33.5 -8.49 12.49 -24
5 24 2 -7.83 -33.5 4.59 -7.09 -33.5 4.21 -6.16 -36.5 2 -7.83 -24
5 24 4.59 -7.09 -24 4.59 -7.09 -33.5 2 -7.83 -33.5 8.49 -4.49 -24
5 24 5.19 14.82 -33.5 5.19 14.82 -24 2 14.82 -24 8.49 12.49 -33.5
5 24 -2 -7.83 -24 2 -7.83 -24 2 -7.83 -26 -2 -6.82 -21
5 24 -2 -7.83 -24 -2 -6.82 -21 2 -6.82 -21 -4.59 -7.09 -24
5 24 -2 14.82 -21 -5.19 14.82 -24 -2 14.82 -24 -4.21 14.16 -21
5 24 2 -6.82 -21 2 -7.83 -24 -2 -7.83 -24 4.21 -6.16 -21
5 24 2 -7.83 -24 4.59 -7.09 -24 4.59 -7.09 -33.5 2 -6.82 -21
5 24 5.19 14.82 -24 2 14.82 -21 2 14.82 -24 4.21 14.16 -21
5 24 2 14.82 -21 -2 14.82 -21 -2 14.82 -24 2 11.75 -20
5 24 3.06 11.39 -20 4.21 14.16 -21 7.78 11.78 -21 2 11.75 -20
5 24 2 14.82 -21 2 11.75 -20 -2 11.75 -20 4.21 14.16 -21
5 24 -2 -7.83 -26 -2 -7.83 -24 2 -7.83 -24 -4.59 -7.09 -33.5
5 24 2 -7.83 -24 2 -7.83 -26 -2 -7.83 -26 4.59 -7.09 -24
5 24 -11.83 2 -24 -11.83 2 -28 -11.83 6 -28 -11.31 0 -24
5 24 -11.83 6 -28 -11.83 6 -24 -11.83 2 -24 -11.31 8 -33.5
5 24 11.83 2 -28 11.83 2 -24 11.83 6 -24 11.31 0 -33.5
5 24 11.83 6 -24 11.83 6 -28 11.83 2 -28 11.31 8 -24
0
2 24 -6.93 8 -20 -10.25 8 -21
2 24 -10.25 8 -21 -11.31 8 -24
2 24 -11.31 8 -24 -13 8 -21
2 24 -13 8 -21 -16 8 -20
2 24 -16 8 -20 -20 8 -20
2 24 -20 8 -20 -20 8 20
2 24 -20 8 20 20 8 20
2 24 20 8 20 20 8 -20
2 24 20 8 -20 16 8 -20
2 24 16 8 -20 13 8 -21
2 24 13 8 -21 11.31 8 -24
2 24 11.31 8 -24 10.25 8 -21
2 24 10.25 8 -21 6.93 8 -20
2 24 6.93 8 -20 -6.93 8 -20
4 16 -20 8 20 -16 8 16 16 8 16 20 8 20
4 16 -20 8 -20 -16 8 -16 -16 8 16 -20 8 20
4 16 20 8 -20 16 8 -16 -16 8 -16 -20 8 -20
4 16 20 8 20 16 8 16 16 8 -16 20 8 -20
4 16 -16 8 -20 -13 8 -21 -10.25 8 -21 -6.93 8 -20
3 16 -13 8 -21 -11.31 8 -24 -10.25 8 -21
4 16 6.93 8 -20 10.25 8 -21 13 8 -21 16 8 -20
3 16 10.25 8 -21 11.31 8 -24 13 8 -21
0
3 16 -11.31 0 -24 -11.83 2 -24 -13 0 -21
4 16 -11.83 6 -24 -13 8 -21 -13 0 -21 -11.83 2 -24
3 16 -13 8 -21 -11.83 6 -24 -11.31 8 -24
4 16 -13 0 -21 -13 8 -21 -16 8 -20 -16 0 -20
4 16 -16 0 -20 -16 8 -20 -20 8 -20 -20 0 -20
4 16 20 0 -20 20 8 -20 16 8 -20 16 0 -20
4 16 16 0 -20 16 8 -20 13 8 -21 13 0 -21
3 16 11.83 2 -24 11.31 0 -24 13 0 -21
4 16 13 8 -21 11.83 6 -24 11.83 2 -24 13 0 -21
3 16 13 8 -21 11.31 8 -24 11.83 6 -24
5 24 -11.83 2 -24 -13 0 -21 -11.31 0 -24 -11.83 6 -24
5 24 -11.83 6 -24 -13 8 -21 -13 0 -21 -11.31 8 -24
5 24 -13 8 -21 -13 0 -21 -11.83 2 -24 -16 8 -20
5 24 -16 8 -20 -16 0 -20 -13 0 -21 -20 8 -20
5 24 16 8 -20 16 0 -20 20 0 -20 13 8 -21
5 24 13 0 -21 11.83 2 -24 11.31 0 -24 13 8 -21
5 24 13 8 -21 13 0 -21 16 0 -20 11.83 6 -24
5 24 13 8 -21 11.83 6 -24 11.83 2 -24 11.31 8 -24
0
2 24 20 0 20 20 8 20
2 24 20 0 -20 20 8 -20
2 24 -20 0 20 -20 8 20
2 24 -20 0 -20 -20 8 -20
4 16 -20 0 -20 -20 8 -20 -20 8 20 -20 0 20
4 16 -20 0 20 -20 8 20 20 8 20 20 0 20
4 16 20 0 20 20 8 20 20 8 -20 20 0 -20
0
2 24 -6.93 0 -20 -10.25 0 -21
2 24 -10.25 0 -21 -11.31 0 -24
2 24 -11.31 0 -24 -13 0 -21
2 24 -13 0 -21 -16 0 -20
2 24 -16 0 -20 -20 0 -20
2 24 -20 0 -20 -20 0 20
2 24 -20 0 20 20 0 20
2 24 20 0 20 20 0 -20
2 24 20 0 -20 16 0 -20
2 24 16 0 -20 13 0 -21
2 24 13 0 -21 11.31 0 -24
2 24 11.31 0 -24 10.25 0 -21
2 24 10.25 0 -21 6.93 0 -20
2 24 6.93 0 -20 -6.93 0 -20
4 16 -20 0 -20 -20 0 20 20 0 20 20 0 -20
4 16 -6.93 0 -20 -10.25 0 -21 -13 0 -21 -16 0 -20
3 16 -10.25 0 -21 -11.31 0 -24 -13 0 -21
4 16 16 0 -20 13 0 -21 10.25 0 -21 6.93 0 -20
3 16 13 0 -21 11.31 0 -24 10.25 0 -21
0
0 BFC INVERTNEXT
1 16 0 8 0 16 0 0 0 -4 0 0 0 16 box5.dat
1 16 0 4 0 1 0 0 0 -1 0 0 0 1 stud4.dat
0
1 16 10 0 10 0 0 1 0 1 0 -1 0 0 stud.dat
1 16 -10 0 10 0 0 1 0 1 0 -1 0 0 stud.dat
1 16 10 0 -10 0 0 1 0 1 0 -1 0 0 stud.dat
1 16 -10 0 -10 0 0 1 0 1 0 -1 0 0 stud.dat
0
